station,latitude,longitude,day_night,species,date,time_start,life_history_stage,sample_code,mesh_size,depth_max,depth_min,FWC_DS,density,time
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,14:34,F4;_Furcilia_4,20131003DBDm1_335,335,65.0,57.0,DS,0.055555556,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,14:34,Juvenile,20131003DBDm1_335,335,65.0,57.0,DS,0.194444444,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,14:34,F1;_Furcilia_1,20131003DBDm2_335,335,57.0,30.0,DS,0.123076923,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,14:34,F3;_Furcilia_3,20131003DBDm2_335,335,57.0,30.0,DS,0.061538462,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,14:34,F1;_Furcilia_1,20131003DBDm3_335,335,30.0,16.0,DS,0.24615385,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,14:34,F2;_Furcilia_2,20131003DBDm3_335,335,30.0,16.0,DS,0.24615385,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,14:34,F1;_Furcilia_1,20131003DBDm4_335,335,16.0,12.0,DS,0.25,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,14:34,F2;_Furcilia_2,20131003DBDm4_335,335,16.0,12.0,DS,0.25,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20130711,18:28,1;_CI,20130711DBDm0_200,200,70.0,0.0,FWC,33.55704784,2013-07-11T18:28:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20130711,18:28,Metanauplius,20130711DBDm0_200,200,70.0,0.0,FWC,50.33557176,2013-07-11T18:28:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20130711,18:28,N2;_Nauplius_2,20130711DBDm0_200,200,70.0,0.0,FWC,67.11409568,2013-07-11T18:28:00Z
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,,Egg,20131003DBDm1_200,200,56.0,0.0,FWC,3.846153846,
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,,N1;_Nauplius_1,20131003DBDm1_200,200,56.0,0.0,FWC,0.769230769,
DB,47.378,-123.117,Day,EUPHAUSIA_PACIFICA,20131003,,N2;_Nauplius_2,20131003DBDm1_200,200,56.0,0.0,FWC,0.384615385,
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20120614,17:25,Egg,20120614DBDm2_200,200,40.0,20.0,DS,30.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20120712,16:23,Egg,20120712DBDm4_200,200,12.0,0.0,DS,65.30612245,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20120905,15:12,Egg,20120905DBDm4_200,200,9.0,0.0,DS,250.0,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20121004,15:00,Egg,20121004DBDm4_200,200,30.0,15.0,DS,5.217391304,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20130613,17:02,Egg,20130613DBDm1_200,200,65.0,40.0,DS,10.38961039,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20130613,17:02,Egg,20130613DBDm2_200,200,40.0,20.0,DS,1225.0,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20130613,17:02,Egg,20130613DBDm3_200,200,20.0,10.0,DS,1028.571429,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20130613,17:02,Egg,20130613DBDm4_200,200,10.0,0.0,DS,10.60605,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20130906,14:52,Egg,20130906DBDm1_200,200,71.0,40.0,DS,19.88636364,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20130906,14:52,Egg,20130906DBDm2_200,200,40.0,20.0,DS,12.21153846,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20130906,14:52,Egg,20130906DBDm3_200,200,20.0,10.0,DS,18.18181818,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20130906,14:52,Egg,20130906DBDm4_200,200,10.0,0.0,DS,26.66666667,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20131003,14:11,Egg,20131003DBDm3_200,200,30.0,16.0,DS,78.94736842,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20131003,14:11,Egg,20131003DBDm4_200,200,16.0,12.0,DS,166.6666667,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,EUPHAUSIIDAE,20131003,14:11,Egg,20131003DBDm5_200,200,12.0,0.0,DS,166.6666667,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,EVADNE,20120614,17:25,Unknown,20120614DBDm4_200,200,9.0,0.0,DS,70.83333333,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,EVADNE,20120712,16:23,Unknown,20120712DBDm2_200,200,45.0,30.0,DS,29.16666667,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,EVADNE,20120712,16:23,Unknown,20120712DBDm3_200,200,30.0,12.0,DS,22.64150943,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,EVADNE,20120712,16:23,Unknown,20120712DBDm4_200,200,12.0,0.0,DS,661.2244898,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,EVADNE,20120905,15:12,Unknown,20120905DBDm4_200,200,9.0,0.0,DS,450.0,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,EVADNE,20130613,17:02,Unknown,20130613DBDm1_200,200,65.0,40.0,DS,10.38961039,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,EVADNE,20130613,17:02,Unknown,20130613DBDm3_200,200,20.0,10.0,DS,51.42857143,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,EVADNE,20130613,17:02,Unknown,20130613DBDm4_200,200,10.0,0.0,DS,339.3936,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,EVADNE,20130906,14:52,Unknown,20130906DBDm3_200,200,20.0,10.0,DS,18.18181818,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,EVADNE,20130906,14:52,Unknown,20130906DBDm4_200,200,10.0,0.0,DS,53.33333333,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,FABIA_SUBQUADRATA,20120614,17:57,Z1;_Zoea_I,20120614DBDm4_335,335,20.0,9.0,DS,0.8,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,FABIA_SUBQUADRATA,20120614,17:57,Z4;_Zoea_IV,20120614DBDm4_335,335,20.0,9.0,DS,0.8,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,FABIA_SUBQUADRATA,20120614,17:57,Z5;_Zoea_V,20120614DBDm4_335,335,20.0,9.0,DS,5.6,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,FABIA_SUBQUADRATA,20120614,17:57,Z1;_Zoea_I,20120614DBDm5_335,335,9.0,0.0,DS,1.391304348,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,FABIA_SUBQUADRATA,20121004,14:30,Z2;_Zoea_II,20121004DBADm2_335,335,70.0,30.0,DS,0.016528926,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,FABIA_SUBQUADRATA,20130613,16:30,Z5;_Zoea_V,20130613DBDm2_335,335,40.0,20.0,DS,2.461538462,2013-06-13T16:30:00Z
DB,47.378,-123.117,Day,FABIA_SUBQUADRATA,20130613,16:30,Z5;_Zoea_V,20130613DBDm3_335,335,20.0,10.0,DS,0.5,2013-06-13T16:30:00Z
DB,47.378,-123.117,Day,FISH,20120614,17:57,Larva,20120614DBDm5_335,335,9.0,0.0,DS,0.695652174,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,FISH,20120905,15:35,Larva,20120905DBADm3_335,335,50.0,25.0,DS,0.115942029,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,FISH,20120905,15:35,Larva,20120905DBADm5_335,335,9.0,0.0,DS,0.2,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,FISH,20121004,14:30,Larva,20121004DBADm2_335,335,70.0,30.0,DS,0.016528926,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,FISH,20121004,14:30,Larva,20121004DBADm3_335,335,30.0,15.0,DS,0.083333333,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,FISH,20121004,14:30,Larva,20121004DBADm4_335,335,15.0,0.0,DS,0.666666667,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,FISH,20130613,16:30,Larva,20130613DBDm1_335,335,64.0,40.0,DS,1.333333333,2013-06-13T16:30:00Z
DB,47.378,-123.117,Day,FISH,20130613,16:30,Larva,20130613DBDm3_335,335,20.0,10.0,DS,1.0,2013-06-13T16:30:00Z
DB,47.378,-123.117,Day,FISH,20130613,16:30,Larva,20130613DBDm4_335,335,10.0,0.0,DS,0.415584416,2013-06-13T16:30:00Z
DB,47.378,-123.117,Day,FISH,20130906,14:52,Egg,20130906DBDm2_200,200,40.0,20.0,DS,6.105769231,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,FISH,20131003,14:11,Egg,20131003DBDm2_200,200,56.0,30.0,DS,6.395348837,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,FISH,20131003,14:34,Larva,20131003DBDm2_335,335,57.0,30.0,DS,0.123076923,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,FISH,20131003,14:34,Larva,20131003DBDm4_335,335,16.0,12.0,DS,0.25,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,FISH,20131003,14:34,Larva,20131003DBDm5_335,335,12.0,0.0,DS,0.64,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,GAMMARIDEA,20131003,14:34,Unknown,20131003DBDm2_335,335,57.0,30.0,DS,0.030769231,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120614,17:25,Unknown,20120614DBDm1_200,200,65.0,40.0,DS,20.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120614,17:25,Unknown,20120614DBDm2_200,200,40.0,20.0,DS,40.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120614,17:25,Unknown,20120614DBDm3_200,200,20.0,9.0,DS,168.4210526,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120614,17:25,Unknown,20120614DBDm4_200,200,9.0,0.0,DS,165.2777778,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120712,16:23,Unknown,20120712DBDm1_200,200,70.0,45.0,DS,61.53846154,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120712,16:23,Unknown,20120712DBDm2_200,200,45.0,30.0,DS,51.04166667,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120712,16:23,Unknown,20120712DBDm3_200,200,30.0,12.0,DS,226.4150943,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120712,16:23,Unknown,20120712DBDm4_200,200,12.0,0.0,DS,179.5918367,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120905,15:12,Unknown,20120905DBDm1_200,200,70.0,50.0,DS,322.7777778,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120905,15:12,Unknown,20120905DBDm2_200,200,50.0,25.0,DS,50.90909091,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120905,15:12,Unknown,20120905DBDm3_200,200,25.0,9.0,DS,82.35294118,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,GASTROPODA,20120905,15:12,Unknown,20120905DBDm4_200,200,9.0,0.0,DS,83.33333333,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,GASTROPODA,20121004,15:00,Unknown,20121004DBDm2_200,200,95.0,70.0,DS,90.66666667,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,GASTROPODA,20121004,15:00,Unknown,20121004DBDm4_200,200,30.0,15.0,DS,20.86956522,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,GASTROPODA,20121004,15:00,Unknown,20121004DBDm5_200,200,15.0,0.0,DS,61.93548387,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130613,17:02,Unknown,20130613DBDm1_200,200,65.0,40.0,DS,5.194805195,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130613,17:02,Unknown,20130613DBDm2_200,200,40.0,20.0,DS,14.58333333,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130613,17:02,Unknown,20130613DBDm3_200,200,20.0,10.0,DS,231.4285714,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130613,17:02,Unknown,20130613DBDm4_200,200,10.0,0.0,DS,180.30285,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130808,15:54,Unknown,20130808DBDm1_200,200,55.0,40.0,DS,191.6666667,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130808,15:54,Unknown,20130808DBDm2_200,200,40.0,20.0,DS,147.0,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130808,15:54,Unknown,20130808DBDm4_200,200,10.0,0.0,DS,51.06382979,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130906,14:52,Veliger,20130906DBDm1_200,200,71.0,40.0,DS,79.54545455,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130906,14:52,Veliger,20130906DBDm2_200,200,40.0,20.0,DS,85.48076923,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130906,14:52,Veliger,20130906DBDm3_200,200,20.0,10.0,DS,90.90909091,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130906,14:52,Veliger,20130906DBDm4_200,200,10.0,0.0,DS,293.3333333,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,GASTROPODA,20131003,14:11,Veliger,20131003DBDm2_200,200,56.0,30.0,DS,51.1627907,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,GASTROPODA,20131003,14:11,Veliger,20131003DBDm4_200,200,16.0,12.0,DS,208.3333333,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,GASTROPODA,20131003,14:11,Veliger,20131003DBDm5_200,200,12.0,0.0,DS,416.6666667,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130711,18:28,Unknown,20130711DBDm0_200,200,70.0,0.0,FWC,268.4563827,2013-07-11T18:28:00Z
DB,47.378,-123.117,Day,GASTROPODA,20130906,16:17,Unknown,20130906DBiDm1_200,200,60.0,0.0,FWC,31.00775194,2013-09-06T16:17:00Z
DB,47.378,-123.117,Day,GASTROPODA,20131003,,Larva,20131003DBDm1_200,200,56.0,0.0,FWC,3.846153846,
DB,47.378,-123.117,Day,GRAPSIDAE,20120614,17:57,Z2;_Zoea_II,20120614DBDm2_335,335,73.0,40.0,DS,1.230769231,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120614,17:57,Z3;_Zoea_III,20120614DBDm2_335,335,73.0,40.0,DS,1.230769231,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120614,17:57,Z1;_Zoea_I,20120614DBDm4_335,335,20.0,9.0,DS,1.6,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120614,17:57,Z2;_Zoea_II,20120614DBDm4_335,335,20.0,9.0,DS,6.4,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120614,17:57,Z3;_Zoea_III,20120614DBDm4_335,335,20.0,9.0,DS,3.2,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120614,17:57,Z4;_Zoea_IV,20120614DBDm4_335,335,20.0,9.0,DS,1.6,2012-06-14T17:57:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z2;_Zoea_II,20120905DBADm2_335,335,60.0,50.0,DS,1.75,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z3;_Zoea_III,20120905DBADm2_335,335,60.0,50.0,DS,2.75,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z4;_Zoea_IV,20120905DBADm2_335,335,60.0,50.0,DS,1.25,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z1;_Zoea_I,20120905DBADm4_335,335,25.0,9.0,DS,3.657142857,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z2;_Zoea_II,20120905DBADm4_335,335,25.0,9.0,DS,12.8,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z3;_Zoea_III,20120905DBADm4_335,335,25.0,9.0,DS,24.68571429,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z4;_Zoea_IV,20120905DBADm4_335,335,25.0,9.0,DS,9.142857143,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z1;_Zoea_I,20120905DBADm5_335,335,9.0,0.0,DS,3.2,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z2;_Zoea_II,20120905DBADm5_335,335,9.0,0.0,DS,5.4,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z3;_Zoea_III,20120905DBADm5_335,335,9.0,0.0,DS,5.2,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20120905,15:35,Z4;_Zoea_IV,20120905DBADm5_335,335,9.0,0.0,DS,1.6,2012-09-05T15:35:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20121004,14:30,Z1;_Zoea_I,20121004DBADm3_335,335,30.0,15.0,DS,0.027777778,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20121004,14:30,Z2;_Zoea_II,20121004DBADm3_335,335,30.0,15.0,DS,0.25,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20121004,14:30,Z3;_Zoea_III,20121004DBADm3_335,335,30.0,15.0,DS,0.388888889,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20121004,14:30,Z4;_Zoea_IV,20121004DBADm3_335,335,30.0,15.0,DS,0.222222222,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20121004,14:30,Z5;_Zoea_V,20121004DBADm3_335,335,30.0,15.0,DS,0.027777778,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20121004,14:30,Z1;_Zoea_I,20121004DBADm4_335,335,15.0,0.0,DS,0.088888889,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20121004,14:30,Z2;_Zoea_II,20121004DBADm4_335,335,15.0,0.0,DS,0.088888889,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20121004,14:30,Z3;_Zoea_III,20121004DBADm4_335,335,15.0,0.0,DS,0.266666667,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20121004,14:30,Z4;_Zoea_IV,20121004DBADm4_335,335,15.0,0.0,DS,0.355555556,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20130613,16:30,Zoea,20130613DBDm3_335,335,20.0,10.0,DS,12.0,2013-06-13T16:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20130613,16:30,Unknown,20130613DBDm4_335,335,10.0,0.0,DS,7.792207792,2013-06-13T16:30:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20131003,14:34,Z2;_Zoea_II,20131003DBDm3_335,335,30.0,16.0,DS,0.123076925,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20131003,14:34,Z2;_Zoea_II,20131003DBDm4_335,335,16.0,12.0,DS,0.25,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,GRAPSIDAE,20131003,14:34,Z1;_Zoea_I,20131003DBDm5_335,335,12.0,0.0,DS,0.32,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,HARPACTICOIDA,20130906,14:52,Unknown,20130906DBDm4_200,200,10.0,0.0,DS,26.66666667,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,Hemicyclops_sp,20130906,14:52,4;_CIV,20130906DBDm4_200,200,10.0,0.0,DS,26.66666667,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,Hemicyclops_sp,20131003,14:11,Unknown,20131003DBDm5_200,200,12.0,0.0,DS,41.66666667,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,Hemigrapsus_oregonensis,20121004,14:30,Megalopa,20121004DBADm3_335,335,30.0,15.0,DS,0.027777778,2012-10-04T14:30:00Z
DB,47.378,-123.117,Day,HETERORHABDUS,20121004,15:00,Female;_Adult,20121004DBDm2_200,200,95.0,70.0,DS,10.66666667,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,HYPERIIDEA,20131003,14:34,Unknown,20131003DBDm1_335,335,65.0,57.0,DS,0.027777778,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,HYPERIIDEA,20131003,14:34,Juvenile,20131003DBDm2_335,335,57.0,30.0,DS,0.061538462,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,HYPERIIDEA,20131003,14:34,Juvenile,20131003DBDm5_335,335,12.0,0.0,DS,0.64,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,HYPEROCHE_MEDUSARUM,20130613,16:30,Unknown,20130613DBDm1_335,335,64.0,40.0,DS,1.333333333,2013-06-13T16:30:00Z
DB,47.378,-123.117,Day,HYPEROCHE_MEDUSARUM,20130613,16:30,Unknown,20130613DBDm4_335,335,10.0,0.0,DS,0.207792208,2013-06-13T16:30:00Z
DB,47.378,-123.117,Day,HYPEROCHE_MEDUSARUM,20131003,14:34,Unknown,20131003DBDm1_335,335,65.0,57.0,DS,0.027777778,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,HYPEROCHE_MEDUSARUM,20131003,14:34,Unknown,20131003DBDm2_335,335,57.0,30.0,DS,0.030769231,2013-10-03T14:34:00Z
DB,47.378,-123.117,Day,ISOPODA,20120614,17:25,Unknown,20120614DBDm1_200,200,65.0,40.0,DS,5.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,ISOPODA,20130906,14:52,Unknown,20130906DBDm2_200,200,40.0,20.0,DS,6.105769231,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,ISOPODA,20131003,14:11,Unknown,20131003DBDm3_200,200,30.0,16.0,DS,26.31578947,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,JELLYFISHES,20120614,17:25,Medusa,20120614DBDm2_200,200,40.0,20.0,DS,10.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,JELLYFISHES,20120614,17:25,Unknown,20120614DBDm4_200,200,9.0,0.0,DS,23.61111111,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,JELLYFISHES,20120712,16:23,Medusa,20120712DBDm4_200,200,12.0,0.0,DS,8.163265306,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,JELLYFISHES,20120905,15:12,Medusa,20120905DBDm4_200,200,9.0,0.0,DS,16.66666667,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,LARVACEA,20120614,17:25,Unknown,20120614DBDm1_200,200,65.0,40.0,DS,20.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,LARVACEA,20120614,17:25,Unknown,20120614DBDm3_200,200,20.0,9.0,DS,505.2631579,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,LARVACEA,20120614,17:25,Unknown,20120614DBDm4_200,200,9.0,0.0,DS,330.5555556,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,LARVACEA,20120712,16:23,Unknown,20120712DBDm4_200,200,12.0,0.0,DS,16.32653061,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,LARVACEA,20120905,15:12,Unknown,20120905DBDm2_200,200,50.0,25.0,DS,3.181818182,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,LARVACEA,20120905,15:12,Unknown,20120905DBDm3_200,200,25.0,9.0,DS,376.4705882,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,LARVACEA,20120905,15:12,Unknown,20120905DBDm4_200,200,9.0,0.0,DS,600.0,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,LARVACEA,20121004,15:00,Unknown,20121004DBDm2_200,200,95.0,70.0,DS,5.333333333,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,LARVACEA,20121004,15:00,Unknown,20121004DBDm3_200,200,70.0,30.0,DS,292.173913,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,LARVACEA,20121004,15:00,Unknown,20121004DBDm4_200,200,30.0,15.0,DS,302.6086957,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,LARVACEA,20121004,15:00,Unknown,20121004DBDm5_200,200,15.0,0.0,DS,1548.387097,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,LARVACEA,20130613,17:02,Unknown,20130613DBDm2_200,200,40.0,20.0,DS,7.291666667,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,LARVACEA,20130613,17:02,Unknown,20130613DBDm3_200,200,20.0,10.0,DS,282.8571429,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,LARVACEA,20130613,17:02,Unknown,20130613DBDm4_200,200,10.0,0.0,DS,212.121,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,LARVACEA,20130808,15:54,Unknown,20130808DBDm3_200,200,20.0,10.0,DS,41.17647059,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,LARVACEA,20130808,15:54,Unknown,20130808DBDm4_200,200,10.0,0.0,DS,51.06382979,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,LARVACEA,20130711,18:28,Unknown,20130711DBDm0_200,200,70.0,0.0,FWC,352.3490023,2013-07-11T18:28:00Z
DB,47.378,-123.117,Day,LARVACEA,20131003,,Unknown,20131003DBDm1_200,200,56.0,0.0,FWC,34.61538462,
DB,47.378,-123.117,Day,LENSIA,20120614,17:25,Medusa,20120614DBDm2_200,200,40.0,20.0,DS,10.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,LENSIA,20121004,15:00,Medusa,20121004DBDm4_200,200,30.0,15.0,DS,10.43478261,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,LENSIA,20121004,15:00,Medusa,20121004DBDm5_200,200,15.0,0.0,DS,20.64516129,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,LIMACINA_HELICINA,20120614,17:25,Unknown,20120614DBDm1_200,200,65.0,40.0,DS,50.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,LIMACINA_HELICINA,20120614,17:25,Unknown,20120614DBDm3_200,200,20.0,9.0,DS,252.6315789,2012-06-14T17:25:00Z
